Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
0749315970,More Than Friends,,A183VUWX5HF0TB,LisaJane,0/0,4.0,1349481600,Nice holiday read,"I enjoyed this book, it was an easy read and perfect for a holiday. I wouldn't say she was as deep as Jodi Picoult which I was told was the case but a nice story all the same"
0435272640,Great Ponds (Heinemann Guided Readers. Upper Level),,,,2/2,5.0,1044835200,Excellent,"If you want African literature without the modernist slant; a story that deals with African traditional living from an *African perspective*, then this is it.Elechi Amadi weaves a tale that had me glued to my seat from start to finish."
1573531162,Primary Objective: Neuro-Linguistic Psychology and Guerrilla Warfare,,A2QBD8N1CCJ26W,Roy Johnson,2/4,5.0,943920000,A real eye opener into the world of Neuro-Linguistic Psych.,"As a martial artist and new to the subject of neuro-linguistic psycology, this book was a great way to open my eyes to such a powerful concepts. Through a great story he introduces the training and then re-enforces it at the end."
B000JD34OC,Cathy (comic strip),,A1D2C0WDCSHUWZ,"E. A Solinas ""ea_solinas""",3/4,5.0,974160000,Wonderful Cathy -- Past! Present! Future?,"For a useful look into Cathy's past, and her gradual growth (riiiight) this book is a must. It charts from the early, basic strips upon which many of the present ones have grown from, to the current form of Cathy who is more polished and more refined in appearance, but she's still the same neurotic wreck we know and love.We see Cathy Guisewite's &quot;energetically primitive&quot; style change into a more ordinary, refined drawing style (all cartoonists do this) and enjoy her hilarious comments interspersed amid them. Though all of the strips are from previous books, there are probably some you missed, and they're arranged so pleasingly that you don't care if they've been done. This book is a gem!"
1904424562,Visual Thinking: Tools for Mapping Your Ideas,26.23,A2O91YORQH16L5,"Lee Say Keng ""KNOWLEDGE ADVENTURER/TECHNOLOGY...",81/87,3.0,1126569600,Quite disappointed by this new book & with the two authors!,"I am quite disappointed by this new book & with the two authors, whose past work I am most familiar with. Having read (& reviewed with gusto!) the principal author's two earlier pieces of work i.e. Mapping InnerSpace, I find this book to be somewhat of a letdown.It is natural that I would compare this book with `Mapping InnerSpace.' Much of the material in the new book has apparently been rehashed from the earlier work. The only new stuff I can find is the `symbolary' of easy-to-draw iconographs, which is now been re-organized from A to Z, & a handful of new `Mindscaping' application templates in the last chapter. That's it.Surprisingly, the authors even continue to make use of the same Foreword, which goes back to the late 80's & which appeared in the first book.I get this funny feeling that the new book has been based on perfunctory desk research & no attempt has been exerted to conduct some real field research to cover new developments or advancements. Worst of all, & sad to say, the material is still restricted to the authors' own limited field of work.Based on my own exploration, the field of visual thinking has obviously made tremendous progress in the last few years, in both the educational & business arenas. A quick search & browse across the net will give readers a good appreciation of what has happened/is happening out there.I actually expect the authors to provide a quick round-up (or snapshot) of developments & happenings with regard to new & exciting visual thinking applications across the educational as well as business realms. There have been abundant application variations as well as radical enhancements in the field of visual thinking for business professionals. I am well aware that field research is no easy task in the light of many proprietary methods, but with a little ingenuity & persistent legwork, it would have been rewarding for both authors to go the extra mile. The new book, taking into consideration the prevailing developments outside their own sphere, would have been great for all the readers, especially the professionals.For examples, the creative work of heavy weights in the field of visual thinking as applied to business & industry, like Jim Channon (large system imagineering with Advanced Visual Language), David Sibbet (graphical visualisation of organisational change with template-based methodology) & Matt Taylor (creative augmentation, with artful integration of visual space technologies, collaborative environments, & knowledge-intensive work processes), to name a few, have not been captured &/or exemplified. Not even in the Resources page. I am also very intrigued as to why the innovative work of Christine Allen Ewy (Teaching with Visual Frameworks) & Elizabeth H Wig (Map It Out: Visual Tools for Thinking, Organizing & Communicating) is not even captured in the Resources. There are many others.In today's technology-savvy world, there is no mention of using technology to augment one's visual thinking approach. The Mind-manager software quickly comes to mind. Xplanations is another innovative one. There are many others, too.In these respects, the book does not stand up to its title, Visual Thinking: Tools for Mapping Your Ideas.For the beginner, particularly a teacher or a parent or a student, who is currently looking for plain visual thinking approaches, this book still stands as great work. I would attribute this to the wonderful symbolary.To sum up my review, I reluctantly rate this book a 3 in the light of my foregoing comments, although it deserves a 5 in terms of useful & practical learning for the beginner in the field of visual thinking."
0078823498,Visual Basic 5 from the Ground Up,,A1NHLMLFKGOLK,jennifer.brickner@laspbs.state.fl.us,0/1,2.0,892425600,WHAT A SNORE!,"I guess I am just too lazy to enjoy typing code examples in for two or three hours that the author makes sure to tell you never to try and use them. This infuriates me. Why is it so hard to give me working, usable code to practice with? I want to give up trying to leasrn VB after reading this book. Get something that comes with a CD!"
0312357648,The Giant Book of Sudoku Presented by Will Shortz: 300 Wordless Crossword Puzzles,9.41,AQLYKTCF1WGK9,"Comma Chaser ""Over 500 books and counting...""",1/1,3.0,1340496000,Good basic intro to Sudoku for newbies,"I am about halfway through this book, with about 120 grids to go. I like the one grid-per-page approach, as it provides ample room for notation around the sides, and the squares within the grids themselves are big enough to allow for notations within the individual squares (esp helpful for notation within the center grid, or C). The first 100+ puzzles are very easy, so if you are an advanced sudoku solver, you might feel that you wasted your money...the rest of the book contains more challenging puzzles, arranged by order of difficulty. Probably ideal for someone who is relatively new to sudoku, but doesn't want to get turned off by mensa-level grids out of the gate. The book also provides a somewhat helpful introduction to sudoku and some rudimentary problem solving theories."
0131856626,"First Course in Probability, A (7th Edition)",,AHX0MUW35SR79,S. Lee,0/11,3.0,1258243200,Fast shipping,"Not bad. Very fast shipping. I can get it after 3 days I paid.Even though the book is very old and many stains it has, that's ok."
1563336650,Safe Word,,A2VC9DEBOD5RAN,vickie lake,0/1,5.0,1253491200,most fitting sequel,Most satisfying sequel to Carrie's Story. I was almost cheering at the end when she realizes what her fate will be with Jonathan. Read them together. I just am so fond of the two.
B000BND03U,The Lincoln Lawyer,,A29RNJL84BFUFN,JMDRGreen,0/0,5.0,1296950400,Awesome Book!,"I have never read any of Michael Connelly's books, but I will read them now. ""The Lincoln Lawyer"" was a fast read, a page turner. I was impressed with the way in which it flowed. I highly recommend this book!"
0004720806,Freedom's Sword,,A3GQKB1KF0CRPE,"Deborah MacGillivray ""Author,""",1/1,5.0,1018396800,an amazing read!!,"Yes, it is pure history and a fresh look at it, but done with a readable craft that nearly makes you forget that. Traquair has a firm control of what he wants to impart.Well researched, loaded with tons of interesting details, maps and pictures - (many colour plates) , I highly recommend this book to anyone wanting to have a better understanding of the rise of Wallace and the Bruce and the conflict that caused England and Scotland to go to war."
1561385417,Make Your Own Teddy Bear: Everything You Need to Create Your Very Own Bear (A Running Press Miniature Kit),,A3GY76XHNEMFWB,AHapka1@aol.com,3/3,5.0,919468800,A very good book for someone who does not sew much.,"This is excellent. Very detailed instructions, and good graphics make it easy for anyone to make a really cute bear:)"
B000BKY9HE,A Troubled Feast: American Society Since 1945,,A3S0OOSA09KQZH,Alisha Beeler,0/0,3.0,1239062400,Forced writing but good information,"I felt at times like the author was pulling out his thesaurus to make the book sound more ""scholarly"". It seemed forced and it was hard to read at times. The book was full of great information and added to my understanding of the era."
1593352166,"Naked Empire (Sword of Truth, Book 8)",,,,1/3,5.0,1061078400,Back to Richard/Kahlan,"I was a just a little disappointed in Pillars of Creation, but in Naked Empire, Terry Goodkind got back to his main characters. It was good to find the focus is mostly on Richard and Kahlan once again.I've noticed some review calling this book 'preachy'. Well, it is in some parts, but I thought it was conducive to the story.All in all, a fine entry in the Sword of Truth series."
1593974264,Larry Bond's First Team,15.56,A1KK2M59VZK05J,Doctor Bob,1/2,2.0,1191283200,Unengaged.,"Potentially a good plot, but anemic characters. Lots of action was developed and a good action movie could be made of it, but I found myself flipping through the book as if it were a little animated picture booklet, and I don't think I missed much."
B000MU2NH6,A Clockwork Orange,,A3UFCUDVASHZFU,A. Hahn,0/0,5.0,1100649600,One of the World's Greatest Books,"This book is a landmark, legend, and icon. Burgess wrote in 1963 and it has been an iconoclasitc classic ever since. It's an exciting, innovative literary adventure that I think everyone should experience.Many people are put off by the slang that Burgess wrote this book in. In his introduction, Burgess said that this would happen because people 'are scared, rightly, of language.' I think that this book isn't too hard to read and the slang/nadsat makes the book more exciting and intelligent. This is one book written in the English language that will stretch your mind. However, once you have gotten the slang down, this book isn't difficult to read at all."
8836518036,"The Italian Wine Guide: Where to Go and What to See, Drink, and Eat (Dolce Vita)",,A204FKGOIEU6EY,Mad as H___,13/13,1.0,977961600,This is only a paid advertisement - nothing more,"I collect Italian wine and at first glance thought this book would be perfect to plan a trip to the Italian wine regions. Then I tried to find the top 20 Italian wineries - not one is listed. Nonetheless, all the reviews were just glowing - all the wines were great, all the hotels were perfect, etc., etc. Then I read the statement (I paraphrase): &quot;All members of the National Association for Wine Tourism as of XX date are listed in this book.&quot; Hey, that's advertisement - no one should be tricked into paying money for that. If I'm buying a book, I want - and expect! - the views of an independent writer."
0919964524,"Maple Syrup Book, The",,A2TEU6Z73CFH4L,"B. WESTCOM ""ezlivinginvt""",0/1,5.0,1237680000,Shame on used book sellers!,"I googled my name to see what was out there on me, and this link came up, I had forgotten I had written this way back when I purchased this book some.....years ago. Anyway, I still stand behind my review but the price shocked me. None available new but the used beginning at $32, I knew there was no way I'd spend that. I ran to check my book and the list price is $7.95. It is a great book but $32, shame on you for taking advantage of people since there is none available that's new!!!!!"
B000JMKTK0,Imperial Life in the Emerald City,,A1CUK8NT0W5QBM,"John Fisher ""3fish""",7/8,5.0,1168214400,Beggars belief,This would be a wonderful work of fiction if it was not true. The events described in the volume really defy the imagination.An absoutely must read.
B0006EFUN2,The haunting of Hill House,,A23K2VI0YR7HNA,"Misti Rainwater-Lites ""You will buy my books.""",1/1,5.0,1337817600,"Now This is Horror, Boys And Girls","This book terrified me. No, it terrifies me. I only read it once three years ago. It has stayed with me. I am haunted by this book. This is my idea of pure horror, true horror, brilliant balls to the wall horror. You can have vampires and zombies and viscera and chainsaws. I like my horror this way."
B000IEA8Y6,"Leviathan: Or the Matter, Forme and Power of a Commonwealth Ecclesiasticall and Civil",,A399OSCX5X4SYJ,"""fr0sh""",1/16,5.0,1012003200,PERFECT,Ok..So you want to live without any god?Read this Book Plus Schopenhauer Plus Nietzsche.Your life will be much better !.This book is absolute Classic.Easy Read(not dificult as Kant which is good).10\10
B0006DIZ0I,The Promise,,A2YF4ZMECJVLK9,D. Cloyce Smith,2/2,5.0,1243036800,"An ""exercise in intellectual confrontation"" presented as impassioned drama","During a 1986 lecture Chaim Potok reflected on his fiction, and he addressed specifically the secular-religious conflict of ""The Promise"": ""Danny Saunders chops up Freud, and Reuven Malter chops up the Bible and the Talmud, each for his own convenience. Is this an intellectually honest way to proceed?"" Potok's answer was tentatively in the affirmative, noting that ever since the Age of Reason, writers have reached to their pasts and their frontiers to enrich the present: ""We pick and choose those elements of that alien culture toward which we feel a measure of affinity.""Familiar to readers of ""The Chosen,"" Danny and Reuven continue on the paths that lead them both to embrace and to challenge their heritage: Danny as the Talmudic wunderkind turned psychologist and Reuven as the more worldly youth studying to be a rabbi. But there are other stars around whom the students orbit: Abraham Gordon and Jacob Kalman, two scholars whose approach to the Talmud and to Judaism--and to life--represent bitterly opposing extremes. The liberal Gordon is a friend of Reuven's family, and the Orthodox Rev Kalman, a refugee from the Nazis, is the tyrannical teacher who has the power over Reuven's future. The intensely personal dramas of all three families--the Malters, the Saunderses, and the Gordons--become intertwined even further by the presence of Gordon's son, a deeply troubled boy whose experimental treatment is supervised by Danny. Like its predecessor, ""The Promise"" is as much about the impassioned tensions between its characters as it is about cerebral disputes over secularism and faith.Potok acknowledged that both ""The Chosen"" and ""The Promise"" were ""essentially exercises in intellectual confrontation."" It must be said that the later novel's arguments--their premises, their presentation, and their resolutions--are almost too pat for such an exercise in fiction, and its characters all reach moral and emotional reckonings that seem to be based more on a Talmudic-like calculus than on the rough and tumble of real life. Nevertheless, ""The Promise"" is riveting and powerful and provocative, and the reader is enriched by and grateful for the uncertainties it raises rather than the dilemmas it resolves."
091282378X,"Teddy Bear Encyclopedia : Makers, Dates, Descriptions, Over 270 German Manufacturers",,,,2/4,4.0,973382400,Great teddy bear reference book!,"Great book, showing a variety of early German manufacturers!"
0811907864,"Complete Guide to Eyecare, Eyeglasses and Contact Lenses",,AZUKLXYZRS6ZT,E. Dean Butler,0/0,2.0,1270857600,"Too Clinical, Not Consumer Friendly","A disappointing book. Talks down to consumers -- that old fashioned doctor/dumb patient relationship. There is little in this book in the way of really helpful content for those who want to know about what type of lenses to select, what the difference are in lens coatings, etc. The orientation is more of the ""ask your eyedoc"" orientation. There is LOTS of general stuff, but not enough to be really helpful in making decisions. If you are looking for a basic reference book about eye problems and how your eyes work, this book is actually quite good. But, do not buy this book if you want real help on where and what to buy in the way of eyeglasses or contact lenses."
B0007JDPI8,Just so stories: For little children,,A2N9H2RKKABMB8,Fred Stocking,1/1,5.0,1212537600,A true classsic,I had a paperback copy of this book. This is a true classic nicely presented with the author's illustrations.
B000H88J30,The Wonderful Adventures of Nils,,A2DAAPYZTJ9PZA,C. Moon,37/39,4.0,936144000,A classic stumbled upon accidentally.,"Though this story easily deserves 5 stars, it suffers slightly due to the author's agenda (she was commissioned to write a geography book for children). Knowing this, it is easy to hurl criticism at those chapters that seem to exist solely for the purpose of education. Nonetheless, once this minor fault (and I am not really sure you can call it a fault) is recognized, the story of Nils is a fantastic one, seemingly not at all distant from native folklore and fairy tales, rich with an earthiness that simply doesn't exist in modern children literature. Of course, Lagerlof does more then simply make a modern day fairy-tale. There are passages here that are simply too delightful for description; one which comes to mind is a gathering of all the animals to celebrate the coming of spring--the image and significance crafted by the author are bound to stay with the reader for a life-time. I haven't read anything else by Lagerlof, and only found this book by accident at a local vendor. If I have any complaint it is that Dover does not offer the sequel to this work (at this writing anyway), though apparently another publisher offers it at a much higher price. I think anyone who enjoys folktales/folklore and whimsical animal fantasies (I.E. Wind in the Willows, the Moomin books, etc.) will find this book very rewarding and enjoy the opportunity to read an unknown classic (in Sweden, Nils actually appears on their money!)"
B0006APNP6,A Connecticut Yankee in King Arthur's Court,,A1S52XH2CS4Y26,Fitzgerald Fan,18/19,5.0,1134432000,"Killer classic...Serious Message with Big, Big Humor!","What a great novel! Twain is wonderfully funny, yet his scathing social commentary concerning his own times are as serious as a heart attack.When a Connecticut Yankee gets sent back in time to King Arthur's Court, he decides his superior knowledge should be used to educate such an ""ignorant race."" Of course, we all know that the road to hell is paved with good intentions, and if I didn't know better, I would say that the person who coined the phrase did so after finishing this novel. The story's main character, Hank Morgan, is a likeable, if not laughable character, yet as most of us already know: absolute power corrupts absolutely. Once technology gets on a roll, the beast of civilization takes off running and Morgan cannot pull in the reigns. Total disaster ensues (incase you had not already guessed).This was a fun read and a look at a problem that is still very much alive today. Too much civilization can be like a disease, especially when those who are working to spread it find that they are doing it for reasons other than altruism.Also, do you remember the scene in ""Raiders of the Lost Ark"" when Indiana Jones whips out his gun to shoot the sword-wielding Sultan? That scene was surely lifted from this very book!Trust me, this is a novel for thought, but one that will not bore you. Twain was a master and this is perhaps my favorite of his novels. Very highly recommended."
B0006X36CU,The Best Christmas pageant ever,,A1M08G59XV0W1,Doris M. Mac iel,0/0,5.0,1354924800,The Best Chritsmas Pageant Ever,"This has to be the best modern-day Christmas story written. It is an annual habit for me to read it the way some people watch &#34;It's a Wonderful Life.&#34; Every child should have a copy of this book, and every adult too, for that matter!"
0471240753,Physics: Extended Edition,,A1FPCA3E6SOQKI,"Shirley Palmer ""Shirlpal""",0/8,5.0,1260403200,"Physics, Vol 1",Great deal on a text book! This was half the price my daughter expected to pay for this book.
B0006IU3KI,How to Talk to a Liberal (If You Must): The World According to Ann Coulter,,A2S7LY8QS4805B,David Barrow,16/38,5.0,1127779200,Great.,"Well, I'm giving this book 5 stars to piss off the liberals. Many who have demonized this book resort to name calling and making fun of her looks, rarely anything about the book itself. It's funny, they claim they are open-minded and accepting everyone,well, as long as everyone agrees with them. BTW, I've read the book, it's informative and surely to get liberals angry."
B0000CIOJW,Everyday Life in New Testament Times,,A2A7ZPUEASTRDI,arctic explorer,1/1,3.0,1327881600,Don't Get Me Wrong...,"This book is very good--actually it is a little TOO good for my purposes. I wanted some basic information and what I got was a scholarly book written some years ago that goes into a bit too much detail for me--TMI, actually. Also, it is written in dated prose often using long, complex sentences, so it is not always easy reading. To be fair, if I were a scholar doing a research project, I would have rated it higher."
0375800794,Thomas and the Naughty Diesel (Thomas & Friends) (Pictureback(R)),3.59,A1Z54EM24Y40LL,c2,2/2,5.0,1109116800,Nice little book,"This is a nice, short little book that makes a great early reader. It's about when Percy gets ill, Sir Topham Hatt has to get Diesel to help out with the line. Of course, no one likes Diesel because he's just bad most of the time. Well, this time he redeems himself by helping Thomas out of the mud and then he becomes the hero for the day. It's a very easy read and quick for an anxious toddler. Nice book!"
1551521873,La Dolce Vegan!: Vegan Livin' Made Easy,16.29,A31BZEQMPKS5MY,VeggieTart,12/14,5.0,1133740800,A totally fun cookbook,"If you think veganism means boring food, be ready to have your socks knocked off. All three of the books in which Sarah Kramer has had a hand (""How it all Vegan!"" ""The Garden of Vegan,"" and her first solo effort, ""La Dolce Vegan!"") are cute, kitschy, and full of fabulous recipes. Like her prior two efforts, there is a chapter in the back that is not food related, this one a crafter's dream, with how to make a custom dressmaker's dummy (for those of you who make your own clothes), items you can use to make a clock, making jewelry with found items, a skirt from a pillowcase, and other fun, funky projects.At 317 pages (excluding the index), ""La Dolce Vegan!"" is thicker than her collaborations with Tanya Bernard. And as other reviewers have noted, most of the recipes can be made within 30 minutes, with those that take longer marked with a funky clock icon. However, some of these recipes are just those that require a long cooking time, and you can make your sides while your dish cooks. If you are a vegan, are considering becoming vegan, or want a funky fun cookbook with simple recipes, you must get this cookbook!"
0861710649,Mindfulness in Plain English,,,,11/13,5.0,996451200,Finally a book w/o all the hokey spiritual B.S.,"I found this book a wonderful breath of fresh air for those of us who would like to learn how to meditate. I've read a few books and tried a tape... I nearly gave up because I had gotten tired of all the hokey spiritual attempts by their authors. This book reads cleanly and clearly. He explains things thouroughly but not so thouroughly that you fall asleep or give up. Meditation is not easy, it takes time and much effort. He attacks most of the questions that biggining meditators ask. He goes through positions, exercises, modes of thinking, etc. He explains that meditation can be a tool to become more mindful of your existance on this planet. To pay attention to the present and train your mind to overcome the emotional tides that can cloud your vision. No hokey, no false promises."
1417627530,Year of Wonders (Turtleback School & Library Binding Edition),28.2,A15OVSVW8Q9HM8,"jeanne agro ""jeanne""",16/65,2.0,1139011200,let me explain my 2 stars,"Geraldine Brooks starts her books epilogue with a piece of a poem that the heroine of the story memorized:""...the sea's like meadows seenLevel: it's saltiness makes it look as green.when ships there on a slow soft pace do walk,then mariners, as shepherd, sing and talk....""The book is written in first person by Anne Frith, who observes that she had since realized that the writer of the poem had never seen the sea.And that is how Ms. Brooks is with Christianity. She 'see's it...but she doesn't *know* it. She writes from the point of view of Anne, who is the young Christian girl in question, and no where is there a reference to any running dialogue between this girl and God himself. She doesn't talk to God, only about God...there is a lot of talk 'about God', but no personal interchange between God and her. And that just isn't the way it is. I don't know any real christian who doesn't have a simple running conversation with God. 'Good morning God, thank you for today""...'Did you hear what that person said Lord? Forgive him..."" or any acknowledgement of a simple awareness of his presence...which is part and parcel of the christian experience....if you really know God.And because the book is supposedly about faith and how it is tried and shattered in tragedy I should think the book should at least start from a faith that is a real faith.The reality is that these people really did have a very simple faith, and a simple faith includes dialogue with God. And this town really did exist, and they were extraordinary people...Then there is the way she took a real characters that really existed and totally maligns his personal history. She justifies this by saying she changed his name and made her own rector up. She takes a huge twist of character and causes Michael Mompellian to turn out to be a monster, not a saintly Christian that he was, and in the end poor Anne is shattered of faith, used and abused by him and finds refuge among the gentle 'peaceful muslims' sheltered in a harem, but with 'no faith at all'. I found this shocking and contrived.ok...I know this is a major spoiler, but the ending was too outrageous and unrealistic, ESPECIALLY when in her own words Brooks points out that she modeled Mompellian after a real rector (a rector Mompesson) of a real town that really had the plague, and she owns herself that he was truly saintly by all accounts, yet says she ""envisioned a man powerful conviction and charisma. Such personalities are *sometimes governed by unwholesome motivations, such as belief they are God infallible instruments. They can be dangerous, even deadly"" end quote.So because she couldn't understand the real life historical rector who was a truly saintly man who really lived and suffered and was by all accounts good....she made up a monster to fit her agenda to smear Christianity. She judges these people while pretending to not, by making they weak and sniveling, dishonorable in every way. ...and blaming it on the Christian background....but I wonder if we placed a lot of secularists in such a town how they would endure.It will be a frightening and interesting thing to see if such trials are visted apon our modern secular America, what would happen.That is all this book was: a smear job.Whether it was intentional...I will not judge...but I will point out that Ms. Brooks knows less about the interior life of a real Christian then the poet of her book knew of the sea."
0786282169,Breakfast With Tiffany: An Uncle's Memoir,,A2H9JG8KQQDKP6,"K. Austin ""Ms. K""",1/1,5.0,1222128000,Sheer Genius!,"I came upon this book quite by accident, but that's another story. I was intrigued by the reviews and what I found was beyond any hopes I had for this book. I was touched by the courage and selfless love this man had for both his sister and ulitmately, his niece. He gave without asking and saved at least one life.The combination of humor, outrage, frustration and the senseless madness any child puts a parent through, will resonate with anyone who has actively parented a child. The amazing thing though, is that here is a man who, admittedly had a very enjoyable single lifestyle. His visual of hopping on top of a pool table to say goodbye to it all is both funny and sad, but above all loving and fearless in his desire to save his niece from herself.The author paints a picture so well, you feel as if you know him. I found myself laughing out loud on the subway and crying at one point on MetroNorth. Obviously, I cannot say enough, so get this book and read for yourselves, I have already passed on 6 copies to friends of daughters."
B000HFU9O0,MYTHOLOGY.,,A3LTU2EOKA7NQL,Philip Gilsdorf,4/5,5.0,1023408000,Wonderful to read and understand,"I recommend this book to everyone that has the slightest interest in Greek and Roman mythology. It is extremely informative and tells about the stories and legends of ancient times in great detail and in a way that is incredibly easy to follow along with. I personally like the story of Cupid and Psyche the best over all but every story in the book was captivating and informative. I could hardly put down the book and carried it everywhere I went. I would suggest buying the hard cover copy because I found that since the book was so good, it was opened and closed a lot and the front cover became frayed very quickly."
0684814382,Improve Your Vision Without Glasses or Contact Lenses,10.02,A36X4EW7VVDFR8,"aspros ""aspros""",9/42,1.0,1047945600,The eye exercises,"The &quot;new program&quot; is the Bates travesty in the new, tawdry, commercial clothes. As if the superficial brochure was not enough, the authors developed also a video version - with a comfortable price margin. Be a fool, if you like it."
B000H6F27I,The Blood Countess (SIGNED),,ABJ5B33ZAK1XU,Rowan Mullen,14/18,4.0,961459200,Disturbing and Fascinating,"If nothing else, this story will remain imprinted in my memory throughout my life. &quot;The Blood Countess&quot; is absolutely the most graphic book I have ever read (and I've been reading horror/gothic/sci fi for a long time), and yet, through all my disgust and horror, I found myself unable to look away from the scene written before me. This, I finally concluded, was not necessarily because of the innate urge for humans to gawk at car accidents and watch Jerry Springer, but because I was curiously attracted to the mad genius of Elizabeth.Although the modern-day secondary story annoyed me with its shallowness and (mostly) irrelevance to the &quot;true&quot; plot, I truly admired the author's writing style, and the few moments of insight into Elizabeth's psyche touched me. Please, gentle reader, do not think that I would release a monster from its due blame - but I nearly cried the few times the Countess actually showed her vulnerability. How alone, how lost, how angry she must have felt to do such things! Her vision of reality was so skewed and disjointed that I felt I must mourn for the genius that could have done so much, but instead felt compelled to cause suffering.The use of sexuality is extremely powerful in this novel. In my darkest dreams and nightmares, I could never have conceived of such horrible torture, and at the same time the sexual naivete of Elizabeth. The fact that so many of her victims were tortured and murdered sexually simply adds to the disturbing image of the Countess. The reader can clearly see each point at which the Countess is faced with a glimpse of her own fragility and humanity - she wavers on the brink of self-understanding, then the madness rips it from her and she resumes her ritualistic pasttimes with a newfound viciousness.The author's perception of European witchcraft during this time in history is rather interesting - those who are familiar with &quot;The Burning Times&quot; as they are called in the neo-pagan communites may be shocked and horrified at the idea that women during this time had indeed incorporated the Devil into ther rituals and spells. It disgusted me, too, at first. A couple of things saved this plot-device for me: A) this is a work of (mostly) fiction, and B) It makes sense that after a few hundred years of being told that midwifery, herbal lore and women's spirituality was evil and wrong, that the women would come to believe it as well, whether they practiced it or not.On the whole, a great story with a lot of filler. It seemed to me as if the author threw the &quot;real-time&quot; scenes in to fill the story to novel-length. This, I found disappointing. I should have just skipped over these parts, because they seemed unrealistic and flat.I honestly do not know how much of Elizabeth's story is historically accurate. It may be that this novel is all fabrication and assumptions - but knowing nothing about Hungarian history, I found the intricate details fascinating. The story has a great flavor - although the explicit violence and sex may leave a bad taste in your mouth."
B0007HK1DW,The interpretation of dreams,,AM7O7O3WBOI6C,HJimH,2/2,1.0,1318464000,"Not an ""edition"" at all","Amazon and Pink Panda should both be ashamed of this 99 cent ""edition"", though in fairness, I suppose you get what you pay for, and I more or less assume the text is complete. But no pagination, the many footnotes are not linked, and the so-called Table of Contents reduced me to helpless giggling:Chapter 1 Chapter 2 Chapter 3 Chapter 4 Chapter 5 Chapter 5A Chapter 5B Chapter 5C Chapter 5D Chapter 6 Chapter 6A Chapter 6B Chapter 6C Chapter 6D Chapter 6E Chapter 6F Chapter 6G Chapter 6H Chapter 6I Chapter 7 Chapter 7A Chapter 7B Chapter 7C Chapter 7D Chapter 7E Chapter 7FNo, those are not links, it looks exactly like that, and is every bit as silly as it looks here. This public-domain hackwork should be free, not even 99 cents; in 5 minutes a competent secretary could have added the chapter links, and probably in another half hour do the footnotes. I don't think anybody spent even 15 minutes ""preparing"" this ""edition"", and every sale is 100% profit. Caveat emptor.Note that there is ANOTHER Kindle edition that appears to be the real thing, but for some reason did not appear in my original search, leading me to purchase this infuriating book. Don't; go here instead:The Interpretation of Dreams: The Complete and Definitive Text"
0596007124,Head First Design Patterns,,A38VXOAQ34YO4N,Keerthi Panneerselvam,3/4,5.0,1114387200,Wonderful,"This is probably the best book anybody could have ever read on the topic. I'm glad that I bought this book. I also have 'classic' GoF book but having bought this one there is hardly any reason to look back on to the GoF book. C++/Smalltalk examples and boring paragraphs of texts? Not anymore!. If you are Java developer, just buy this book. Highly recommended."
B000EFIY18,An American Tragedy,,A1LIX0X8GNMTVE,Joanne Marinelli,0/1,5.0,1281830400,An American Masterpiece,"Some things the literary reader should look for in reading and studying An American Tragedy are as follows:a. The lessons Clyde takes away from Esta's pregnancy seem to have no bearing on his lack of empathy for Roberta once she conceives. He understands the social stigma attached to a child out of wedlock, but he never learned to accept responsibility for his conduct out of those circumstances. As Dreiser indicates just before the Lycurgus section of the novel opens, Clyde ""never learns to grow up"".b. In his relationship with Hortense, particularly towards its close when she wants that coat from the merchant, (location 2181) we see that Clyde learns to associate desire, if not real love for another, with material augmentation, as Hortense herself has long been there. The same thing occurs later with Sondra Finchley, who is perhaps intentionally given the name of a flitting little bird-- and this is as much the dark side of the American Success as is its inability to rectify the hardship of poverty in a capitalist society. This may not be precisely what draws him to Roberta, but he winds up defining his relationship, as she comes to realize his presents to her doesn't mean she has his affection.c. The unethical conduct of Mason's subordinates is dated, by today's standards, but it does unfairly impact the justice that Clyde receives, which might have gone to life imprisonment had the evidence not been tainted and the anti-Mason juror pressured. Dreiser is also very good at looking at the ripple effect of Clyde's crime on everyone else, including Sondra and both branches of the Griffiths family-- but despite his *evil* as the Reverend McMillan sees it, Dreiser never loses sight of Clyde's humanity, and the hardship that shapes him, and this is a very difficult thing to do in a literary work, and as such carries a powerful impact, maybe even more so than Sister Carrie. I cannot think of any thriller that offers us such an interior sympathy for its villains, except for an author like Simenon, but the French are willing to take chances with formula that most American franchise authors will not; in that sense Dreiser's work is not only still relevant but a seminal achievement. [I apologize for keeping Whispernet busy with this file; I want the room but have many things I'd like to say about the novel, although I am not ready to launch into a critical essay!]"
0736620699,The Mother Tongue,,A1VG4S1BHFPWUO,M. Puntigam,3/9,5.0,1163030400,An absolute must for any linguist,"People who are interested in language, in language history and development, cannot ignore this book. It is scientific yet hilariously written, combining facts with Bill Bryson's personal style. Thus is created a most entertaining and informative book. Thanks to the absence of technical terms, this book is also entertaining for people who think they are not interested in how English got to be what it is. But read the book - you will find you suddenly are!"
